,plant_id,plant,op,op_id,plant_state,region,rpm,fuel_type,fuel_usage,net_gen
0,1,Sand Point,"TDX Sand Point Generating, LLC",63560,AK,PACN,WT,WND,892.401,347.0
1,2,Bankhead Dam,Alabama Power Co,195,AL,ESC,HY,WAT,357821.899,139170.0
2,3,Barry,Alabama Power Co,195,AL,ESC,CA,NG,364537.623,2633517.0
3,3,Barry,Alabama Power Co,195,AL,ESC,CT,NG,15534748.466,5084350.0
4,3,Barry,Alabama Power Co,195,AL,ESC,ST,BIT,7675155.025,2625834.5
5,3,Barry,Alabama Power Co,195,AL,ESC,ST,NG,475334.899,155444.47
6,3,Barry,Alabama Power Co,195,AL,ESC,ST,SUB,0.0,0.0
7,4,Walter Bouldin Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1425972.754,554613.0
8,7,Gadsden,Alabama Power Co,195,AL,ESC,ST,NG,183671.157,50435.0
9,9,Copper,El Paso Electric Co,5701,TX,WSC,GT,DFO,0.0,0.0
10,9,Copper,El Paso Electric Co,5701,TX,WSC,GT,NG,195103.566,33888.0
11,10,Greene County,Alabama Power Co,195,AL,ESC,GT,DFO,536.027,134.685
12,10,Greene County,Alabama Power Co,195,AL,ESC,GT,NG,197703.692,47405.315
13,10,Greene County,Alabama Power Co,195,AL,ESC,ST,NG,3254914.419,1023602.0
14,11,H Neely Henry Dam,Alabama Power Co,195,AL,ESC,HY,WAT,692575.589,269368.0
15,12,Holt Dam,Alabama Power Co,195,AL,ESC,HY,WAT,479232.452,186391.0
16,13,Jordan Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1509432.947,587074.0
17,14,Logan Martin Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1259001.666,489672.0
18,15,Lay Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1807052.48,702829.0
19,16,Martin Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1371655.548,533487.0
20,17,Mitchell Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1658765.845,645155.0
21,18,Lewis Smith Dam,Alabama Power Co,195,AL,ESC,HY,WAT,1010403.251,392983.0
22,19,Thurlow Dam,Alabama Power Co,195,AL,ESC,HY,WAT,771339.025,300002.0
23,20,Weiss Dam,Alabama Power Co,195,AL,ESC,HY,WAT,749232.381,291404.0
24,21,Yates Dam,Alabama Power Co,195,AL,ESC,HY,WAT,504369.743,196168.0
25,26,E C Gaston,Alabama Power Co,195,AL,ESC,GT,DFO,1005.82,132.0
26,26,E C Gaston,Alabama Power Co,195,AL,ESC,ST,BIT,7348593.551,2384708.5
27,26,E C Gaston,Alabama Power Co,195,AL,ESC,ST,NG,4552708.144,1412104.5
28,30,Madelia,City of Madelia - (MN),29305,MN,WNC,IC,DFO,218.045,-147.0
29,30,Madelia,City of Madelia - (MN),29305,MN,WNC,IC,NG,0.0,0.0
30,34,Rollins,Nevada Irrigation District,13402,CA,PACC,HY,WAT,122652.294,47704.0
31,38,Millers Ferry,USCE-Mobile District,27813,AL,ESC,HY,WAT,911338.196,354453.0
32,46,Browns Ferry,Tennessee Valley Authority,18642,AL,ESC,ST,NUC,29088980.667,9501812.0
33,46,Browns Ferry,Tennessee Valley Authority,18642,AL,ESC,ST,NUC,30916981.281,10098922.0
34,46,Browns Ferry,Tennessee Valley Authority,18642,AL,ESC,ST,NUC,28085767.622,9174116.0
35,47,Colbert,Tennessee Valley Authority,18642,AL,ESC,GT,DFO,734.436,133.767
36,47,Colbert,Tennessee Valley Authority,18642,AL,ESC,GT,NG,15476.204,2818.233
37,48,Guntersville,Tennessee Valley Authority,18642,AL,ESC,HY,WAT,2419414.517,940999.0
38,49,Wheeler Dam,Tennessee Valley Authority,18642,AL,ESC,HY,WAT,5887963.092,2290045.0
39,51,Dolet Hills,Cleco Power LLC,3265,LA,WSC,ST,LIG,2405534.085,639124.15
40,51,Dolet Hills,Cleco Power LLC,3265,LA,WSC,ST,NG,110314.882,28112.846
41,51,Dolet Hills,Cleco Power LLC,3265,LA,WSC,ST,PG,0.0,0.0
42,53,Gantt,PowerSouth Energy Cooperative,189,AL,ESC,HY,WAT,16172.248,6290.0
43,54,J K Smith,"East Kentucky Power Coop, Inc",5580,KY,ESC,GT,BIT,0.0,0.0
44,54,J K Smith,"East Kentucky Power Coop, Inc",5580,KY,ESC,GT,DFO,1390.036,299.534
45,54,J K Smith,"East Kentucky Power Coop, Inc",5580,KY,ESC,GT,NG,1208464.197,313949.47
46,55,Point A,PowerSouth Energy Cooperative,189,AL,ESC,HY,WAT,14236.513,5537.0
47,56,Lowman Energy Center,PowerSouth Energy Cooperative,189,AL,ESC,ST,BIT,1210554.966,314886.57
48,56,Lowman Energy Center,PowerSouth Energy Cooperative,189,AL,ESC,ST,DFO,9563.788,2404.434
49,59,Platte,City of Grand Island - (NE),40606,NE,WNC,ST,DFO,2601.006,742.739
50,59,Platte,City of Grand Island - (NE),40606,NE,WNC,ST,SUB,1259045.333,361281.26
51,60,Whelan Energy Center,City of Hastings - (NE),8245,NE,WNC,ST,DFO,7710.407,1412.581
52,60,Whelan Energy Center,City of Hastings - (NE),8245,NE,WNC,ST,RC,1380512.741,298876.04
53,60,Whelan Energy Center,City of Hastings - (NE),8245,NE,WNC,ST,SUB,2419729.568,605252.38
54,62,Annex Creek,Alaska Electric Light&Power Co,213,AK,PACN,HY,WAT,66750.746,25962.0
55,63,Gold Creek,Alaska Electric Light&Power Co,213,AK,PACN,HY,WAT,0.0,-335.0
56,63,Gold Creek,Alaska Electric Light&Power Co,213,AK,PACN,IC,DFO,24.032,-17.0
57,64,Lemon Creek,Alaska Electric Light&Power Co,213,AK,PACN,GT,DFO,875.696,-240.0
58,64,Lemon Creek,Alaska Electric Light&Power Co,213,AK,PACN,IC,DFO,664.099,-480.0
59,65,Salmon Creek 1,Alaska Electric Light&Power Co,213,AK,PACN,HY,WAT,70857.258,27559.0
60,66,Skagway,Alaska Power and Telephone Co,219,AK,PACN,HY,WAT,5482.187,2132.0
61,66,Skagway,Alaska Power and Telephone Co,219,AK,PACN,IC,DFO,4232.239,1326.0
62,69,Haines,Alaska Power and Telephone Co,219,AK,PACN,IC,DFO,1336.697,124.0
63,70,Swan Lake,Southeast Alaska Power Agency,60123,AK,PACN,HY,WAT,186785.916,72648.0
64,71,Terror Lake Microgrid,Kodiak Electric Assn Inc,10433,AK,PACN,HY,WAT,325037.504,126419.0
65,72,Venice Hydro,Metropolitan Water District of S CA,12397,CA,PACC,HY,WAT,0.0,0.0
66,75,Anchorage 1,Chugach Electric Assn Inc,3522,AK,PACN,GT,DFO,540.716,122.501
67,75,Anchorage 1,Chugach Electric Assn Inc,3522,AK,PACN,GT,NG,33144.287,7519.499
68,75,Anchorage 1,Chugach Electric Assn Inc,3522,AK,PACN,IC,DFO,25.497,4.0
69,77,Eklutna Hydro Project,Chugach Electric Assn Inc,3522,AK,PACN,HY,WAT,437554.815,170181.0
70,78,Snettisham,Alaska Electric Light&Power Co,213,AK,PACN,HY,WAT,728131.557,283197.0
71,79,Aurora Energy LLC Chena,Aurora Energy LLC,986,AK,PACN,ST,AB,0.0,0.0
72,79,Aurora Energy LLC Chena,Aurora Energy LLC,986,AK,PACN,ST,DFO,0.0,0.0
73,79,Aurora Energy LLC Chena,Aurora Energy LLC,986,AK,PACN,ST,SUB,695811.093,188212.0
74,79,Aurora Energy LLC Chena,Aurora Energy LLC,986,AK,PACN,ST,WDS,0.0,0.0
75,84,Ketchikan,Ketchikan Public Utilities,10210,AK,PACN,HY,WAT,62226.315,24202.0
76,85,S W Bailey,Ketchikan Public Utilities,10210,AK,PACN,IC,DFO,3699.436,-248.0
77,87,Escalante,"Tri-State G & T Assn, Inc",30151,NM,MTN,ST,NG,25586.277,2714.518
78,87,Escalante,"Tri-State G & T Assn, Inc",30151,NM,MTN,ST,SUB,1862469.875,593563.48
79,88,Ashokan,New York Power Authority,15296,NY,MAT,HY,WAT,17699.441,6884.0
80,90,Snake River,Nome Joint Utility Systems,13642,AK,PACN,IC,DFO,75412.169,30307.0
81,90,Snake River,Nome Joint Utility Systems,13642,AK,PACN,WT,WND,6126.944,2383.0
82,91,Petersburg,Petersburg Borough - (AK),14856,AK,PACN,HY,WAT,34126.368,13273.0
83,91,Petersburg,Petersburg Borough - (AK),14856,AK,PACN,IC,DFO,2575.215,868.28
84,95,Wrangell,City of Wrangell - (AK),21015,AK,PACN,IC,DFO,1526.021,584.0
85,96,Beluga,Chugach Electric Assn Inc,3522,AK,PACN,GT,NG,102880.548,16401.0
86,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,GT,DFO,480.637,101.876
87,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,GT,NG,136593.392,28943.124
88,100,South Consolidated,Salt River Project,16572,AZ,MTN,HY,WAT,3684.489,1433.0
89,104,J S Eastwood,Southern California Edison Co,17609,CA,PACC,PS,WAT,0.0,131832.0
90,108,Holcomb,Sunflower Electric Power Corp,18315,KS,WNC,ST,NG,41436.732,7490.331
91,108,Holcomb,Sunflower Electric Power Corp,18315,KS,WNC,ST,SUB,4545441.153,1440743.7
92,109,Dillingham,"Nushagak Electric Coop, Inc",13870,AK,PACN,IC,DFO,50693.968,17977.0
93,113,Cholla,Arizona Public Service Co,803,AZ,MTN,ST,BIT,0.0,0.0
94,113,Cholla,Arizona Public Service Co,803,AZ,MTN,ST,DFO,10032.116,3025.438
95,113,Cholla,Arizona Public Service Co,803,AZ,MTN,ST,NG,371.907,108.356
96,113,Cholla,Arizona Public Service Co,803,AZ,MTN,ST,SUB,10252096.121,3146865.2
97,114,Douglas,Arizona Public Service Co,803,AZ,MTN,GT,DFO,243.542,23.0
98,116,Ocotillo,Arizona Public Service Co,803,AZ,MTN,GT,NG,2160150.367,740914.0
99,117,West Phoenix,Arizona Public Service Co,803,AZ,MTN,CA,NG,0.0,830391.0
100,117,West Phoenix,Arizona Public Service Co,803,AZ,MTN,CS,NG,2899800.203,969261.0
101,117,West Phoenix,Arizona Public Service Co,803,AZ,MTN,CT,DFO,0.0,0.0
102,117,West Phoenix,Arizona Public Service Co,803,AZ,MTN,CT,NG,5920205.599,1773484.0
103,117,West Phoenix,Arizona Public Service Co,803,AZ,MTN,GT,NG,183017.901,31377.0
104,118,Saguaro,Arizona Public Service Co,803,AZ,MTN,GT,DFO,0.0,0.0
105,118,Saguaro,Arizona Public Service Co,803,AZ,MTN,GT,NG,448149.92,107883.0
106,118,Saguaro,Arizona Public Service Co,803,AZ,MTN,GT,RFO,0.0,0.0
107,120,Yucca,Arizona Public Service Co,803,AZ,MTN,GT,DFO,15406.746,4618.484
108,120,Yucca,Arizona Public Service Co,803,AZ,MTN,GT,NG,560150.839,165364.52
109,120,Yucca,Arizona Public Service Co,803,AZ,MTN,ST,NG,799192.792,246777.0
110,120,Yucca,Arizona Public Service Co,803,AZ,MTN,ST,RFO,0.0,0.0
111,124,Demoss Petrie,Tucson Electric Power Co,24211,AZ,MTN,GT,NG,6408.585,1260.0
112,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,GT,DFO,0.0,0.0
113,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,GT,NG,37067.043,11542.0
114,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,IC,NG,1538414.452,496476.76
115,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,ST,BIT,0.0,0.0
116,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,ST,LFG,0.0,0.0
117,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,ST,NG,3007272.295,955452.0
118,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,ST,RFO,0.0,0.0
119,126,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,ST,SUB,0.0,0.0
120,127,Oklaunion,Oklaunion Power Station,63884,TX,WSC,ST,BIT,0.0,0.0
121,127,Oklaunion,Oklaunion Power Station,63884,TX,WSC,ST,DFO,9872.099,2969.097
122,127,Oklaunion,Oklaunion Power Station,63884,TX,WSC,ST,SUB,3580003.503,1100657.9
123,130,Cross,South Carolina Public Service Authority,17543,SC,SAT,ST,BIT,0.0,0.0
124,130,Cross,South Carolina Public Service Authority,17543,SC,SAT,ST,DFO,47613.498,15541.944
125,130,Cross,South Carolina Public Service Authority,17543,SC,SAT,ST,PC,0.0,0.0
126,130,Cross,South Carolina Public Service Authority,17543,SC,SAT,ST,RC,18859349.91,6210633.1
127,136,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,ST,BIT,19554385.83,6627915.5
128,136,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,ST,DFO,63109.338,21383.523
129,141,Agua Fria,Salt River Project,16572,AZ,MTN,GT,DFO,390.957,58.833
130,141,Agua Fria,Salt River Project,16572,AZ,MTN,GT,NG,54080.698,9641.167
131,141,Agua Fria,Salt River Project,16572,AZ,MTN,PV,SUN,0.0,0.0
132,141,Agua Fria,Salt River Project,16572,AZ,MTN,ST,DFO,0.0,0.0
133,141,Agua Fria,Salt River Project,16572,AZ,MTN,ST,NG,1045473.601,332753.0
134,145,Horse Mesa,Salt River Project,16572,AZ,MTN,HY,WAT,11834.796,4310.0
135,145,Horse Mesa,Salt River Project,16572,AZ,MTN,PS,WAT,0.0,47723.0
136,147,Kyrene,Salt River Project,16572,AZ,MTN,CA,NG,70279.322,583215.0
137,147,Kyrene,Salt River Project,16572,AZ,MTN,CT,NG,3456595.379,1077513.0
138,147,Kyrene,Salt River Project,16572,AZ,MTN,GT,DFO,0.0,0.0
139,147,Kyrene,Salt River Project,16572,AZ,MTN,GT,NG,3114.173,161.0
140,148,Mormon Flat,Salt River Project,16572,AZ,MTN,HY,WAT,7772.538,3008.0
141,148,Mormon Flat,Salt River Project,16572,AZ,MTN,PS,WAT,0.0,25880.0
142,149,Roosevelt,Salt River Project,16572,AZ,MTN,HY,WAT,162964.806,63383.0
143,150,Stewart Mountain,Salt River Project,16572,AZ,MTN,HY,WAT,52297.067,20340.0
144,151,McClure,Modesto Irrigation District,12745,CA,PACC,GT,DFO,3552.608,589.72
145,151,McClure,Modesto Irrigation District,12745,CA,PACC,GT,NG,7489.138,1243.28
146,152,Davis Dam,U S Bureau of Reclamation,2518,AZ,MTN,HY,WAT,2763400.531,1074788.0
147,153,Glen Canyon Dam,U S Bureau of Reclamation,2518,AZ,MTN,HY,WAT,9252867.962,3598780.0
148,154,Hoover Dam (NV),U S Bureau of Reclamation,2518,NV,MTN,HY,WAT,4800446.687,1867070.0
149,159,Lake Creek Dam,Heber Light & Power Company,8366,UT,MTN,HY,WAT,7562.406,2941.29
150,160,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,GT,DFO,0.0,0.0
151,160,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,GT,NG,561672.464,153469.0
152,160,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,ST,BIT,32388.163,9916.586
153,160,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,ST,NG,5002292.353,1551008.2
154,160,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,ST,SUB,1603029.003,496020.24
155,161,Turlock Lake,Turlock Irrigation District,19281,CA,PACC,HY,WAT,282.814,110.0
156,162,Hickman,Turlock Irrigation District,19281,CA,PACC,HY,WAT,9376.516,3647.0
157,165,GREC,Grand River Dam Authority,7490,OK,WSC,CA,NG,0.0,821716.0
158,165,GREC,Grand River Dam Authority,7490,OK,WSC,CT,NG,4971698.664,1630884.0
159,165,GREC,Grand River Dam Authority,7490,OK,WSC,ST,NG,40280.274,-2991.929
160,165,GREC,Grand River Dam Authority,7490,OK,WSC,ST,SUB,296428.199,29649.929
161,166,Carpenter,Entergy Arkansas LLC,814,AR,WSC,HY,WAT,399412.201,155346.0
162,170,Lake Catherine,Entergy Arkansas LLC,814,AR,WSC,ST,NG,1544049.915,477579.0
163,172,Osceola (AR),City of Osceola - (AR),14216,AR,WSC,IC,DFO,0.0,0.0
164,174,Remmel,Entergy Arkansas LLC,814,AR,WSC,HY,WAT,139405.702,54220.0
165,180,Volta 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,3663.388,1425.0
166,182,Beaver Dam,USCE-Little Rock District,19647,AR,WSC,HY,WAT,504202.986,196103.0
167,187,Degray,USCE -Vickburg District,19406,AR,WSC,HY,WAT,208481.381,81086.0
168,187,Degray,USCE -Vickburg District,19406,AR,WSC,PS,WAT,0.0,65579.0
169,188,Greers Ferry Lake,USCE-Little Rock District,19647,AR,WSC,HY,WAT,651424.894,253363.0
170,193,Municipal Light,City of Piggott - (AR),15043,AR,WSC,IC,DFO,0.0,0.0
171,193,Municipal Light,City of Piggott - (AR),15043,AR,WSC,IC,NG,0.0,0.0
172,195,Narrows (AR),USCE -Vickburg District,19406,AR,WSC,HY,WAT,171745.509,66798.0
173,196,Norfork,USCE-Little Rock District,19647,AR,WSC,HY,WAT,960066.83,373405.0
174,197,Blakely Mountain,USCE -Vickburg District,19406,AR,WSC,HY,WAT,846353.496,329178.0
175,198,Bull Shoals,USCE-Little Rock District,19647,AR,WSC,HY,WAT,3957168.386,1539088.0
176,199,Dardanelle,USCE-Little Rock District,19647,AR,WSC,HY,WAT,1247254.205,485103.0
177,201,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC,CA,DFO,0.0,0.0
178,201,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC,CA,NG,0.0,115544.0
179,201,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC,CT,DFO,0.0,0.0
180,201,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC,CT,NG,1091610.9,309395.0
181,202,Carl Bailey,Arkansas Electric Coop Corp,807,AR,WSC,ST,NG,6170.611,1705.995
182,202,Carl Bailey,Arkansas Electric Coop Corp,807,AR,WSC,ST,RFO,6347.333,1866.005
183,203,McClellan (AR),Arkansas Electric Coop Corp,807,AR,WSC,ST,NG,142995.823,38533.0
184,203,McClellan (AR),Arkansas Electric Coop Corp,807,AR,WSC,ST,RFO,0.0,0.0
185,204,Clinton Power Station,Exelon Nuclear,55951,IL,ENC,ST,NUC,28968571.832,9462481.0
186,210,Wolf Creek Generating Station,Wolf Creek Nuclear Optg Corp,20893,KS,WNC,ST,NUC,32397358.869,10582482.0
187,214,Alta Powerhouse,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,6262.929,2436.0
188,215,Angels,Utica Water & Power Authority,19586,CA,PACC,HY,WAT,13938.167,5421.0
189,217,Balch 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,117559.305,45723.0
190,218,Balch 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,647350.033,251778.0
191,219,Belden,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,636093.467,247400.0
192,220,Bucks Creek,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,95090.426,36984.0
193,221,Butt Valley,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,279416.303,108675.0
194,222,Caribou 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,250361.823,97375.0
195,223,Caribou 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,885372.685,344354.0
196,225,Chili Bar,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,52347.768,20360.0
197,227,Coleman PH,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,74559.625,28999.0
198,229,Cow Creek,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,10880.85,4232.0
199,231,Cresta,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,418756.65,162870.0
200,232,De Sabla,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,87029.506,33849.0
201,233,Deer Creek PH,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,46521.516,18094.0
202,235,Drum 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,41806.295,16260.0
203,236,Drum 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,555427.706,216026.0
204,237,Dutch Flat,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,237238.98,92271.0
205,238,El Dorado,El Dorado Irrigation District,25915,CA,PACC,HY,WAT,164610.107,64023.0
206,239,Electra,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,735747.009,286159.0
207,240,Haas,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,525720.264,204472.0
208,241,Halsey,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,87953.266,34208.0
209,242,Hamilton Branch,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
210,243,Hat Creek 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,83157.158,32343.0
211,244,Hat Creek 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,86339.91,33581.0
212,246,Humboldt Bay,Pacific Gas & Electric Co.,14328,CA,PACC,IC,DFO,9112.752,3530.903
213,246,Humboldt Bay,Pacific Gas & Electric Co.,14328,CA,PACC,IC,NG,1242058.641,480804.1
214,246,Humboldt Bay,Pacific Gas & Electric Co.,14328,CA,PACC,IC,OBG,0.0,0.0
215,248,Inskip,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
216,249,James B Black,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,1156000.373,449611.0
217,253,Kilarc,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
218,254,Kings River PH,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,181911.265,70752.0
219,255,Lime Saddle,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
220,258,Merced Falls,Merced Irrigation District,12312,CA,PACC,HY,WAT,18295.548,7116.0
221,260,Dynegy Moss Landing Power Plant Hybrid,Dynegy -Moss Landing LLC,54802,CA,PACC,CA,NG,0.0,1823432.0
222,260,Dynegy Moss Landing Power Plant Hybrid,Dynegy -Moss Landing LLC,54802,CA,PACC,CT,NG,10807156.022,3399600.0
223,261,Murphys,Utica Water & Power Authority,19586,CA,PACC,HY,WAT,35388.918,13764.0
224,262,Narrows PH,Yuba County Water Agency,21140,CA,PACC,HY,WAT,63141.283,24558.0
225,264,Phoenix,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,15591.381,6064.0
226,265,Pit 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,510795.034,198667.0
227,266,Pit 3,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,670661.785,260845.0
228,267,Pit 4,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,850871.48,330935.0
229,268,Pit 5,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,1407020.434,547242.0
230,269,Pit 6,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,501719.209,195137.0
231,270,Pit 7,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,808743.392,314550.0
232,272,Poe,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,607384.225,236234.0
233,274,Potter Valley,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,33830.073,13158.0
234,275,Rock Creek,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,776521.987,302018.0
235,276,San Joaquin 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
236,277,San Joaquin 3,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
237,279,Salt Springs,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,280513.561,109102.0
238,280,South,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,28899.152,11240.0
239,281,Spaulding 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,36406.754,14160.0
240,282,Spaulding 2,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,11708.775,4554.0
241,283,Spaulding 3,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,54726.626,21285.0
242,284,Spring Gap,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,51849.255,20166.0
243,285,Stanislaus,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,618931.225,240725.0
244,286,Geysers Unit 5-20,Geysers Power Co LLC,7160,CA,PACC,ST,GEO,11852501.844,4609873.0
245,287,Tiger Creek,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,604821.025,235237.0
246,289,Tule River,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,0.0,0.0
247,290,Volta 1,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,45117.705,17548.0
248,291,West Point PH,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,173629.662,67531.0
249,292,Wise,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,149067.962,57978.0
250,293,A G Wishon,Pacific Gas & Electric Co.,14328,CA,PACC,HY,WAT,81342.169,31637.0
251,294,Copco 1,PacifiCorp,14354,CA,PACC,HY,WAT,180543.209,70220.0
252,295,Copco 2,PacifiCorp,14354,CA,PACC,HY,WAT,222658.108,86600.0
253,296,Fall Creek,PacifiCorp,14354,CA,PACC,HY,WAT,21381.586,8316.0
254,297,Iron Gate,PacifiCorp,14354,CA,PACC,HY,WAT,211790.74,82373.0
255,298,Limestone,NRG Texas Power LLC,54888,TX,WSC,ST,LIG,0.0,0.0
256,298,Limestone,NRG Texas Power LLC,54888,TX,WSC,ST,NG,202488.078,60051.655
257,298,Limestone,NRG Texas Power LLC,54888,TX,WSC,ST,PC,0.0,0.0
258,298,Limestone,NRG Texas Power LLC,54888,TX,WSC,ST,SUB,18707963.755,5656227.3
259,299,Blundell,PacifiCorp,14354,UT,MTN,ST,GEO,451410.629,175570.0
260,314,Drop 5,Imperial Irrigation District,9216,CA,PACC,HY,WAT,29978.826,11660.0
261,315,AES Alamitos LLC,AES Alamitos LLC,22148,CA,PACC,ST,NG,2077089.043,544278.0
262,316,Sepulveda Canyon,Metropolitan Water District of S CA,12397,CA,PACC,HY,WAT,0.0,0.0
263,317,Big Creek 1,Southern California Edison Co,17609,CA,PACC,HY,WAT,422801.324,164443.0
264,318,Big Creek 2,Southern California Edison Co,17609,CA,PACC,HY,WAT,301763.851,117367.0
265,319,Big Creek 3,Southern California Edison Co,17609,CA,PACC,HY,WAT,1041290.011,404914.0
266,320,Big Creek 4,Southern California Edison Co,17609,CA,PACC,HY,WAT,554175.12,215539.0
267,321,Big Creek 8,Southern California Edison Co,17609,CA,PACC,HY,WAT,243319.911,94636.0
268,322,Big Creek 2A,Southern California Edison Co,17609,CA,PACC,HY,WAT,553167.542,215127.0
269,323,Bishop Creek 2,Southern California Edison Co,17609,CA,PACC,HY,WAT,73729.648,28676.0
270,324,Bishop Creek 3,Southern California Edison Co,17609,CA,PACC,HY,WAT,72135.634,28056.0
271,325,Bishop Creek 4,Southern California Edison Co,17609,CA,PACC,HY,WAT,110459.952,42962.0
272,326,Bishop Creek 5,Southern California Edison Co,17609,CA,PACC,HY,WAT,35201.352,13691.0
273,327,Bishop Creek 6,Southern California Edison Co,17609,CA,PACC,HY,WAT,26793.143,10421.0
274,328,Borel,Southern California Edison Co,17609,CA,PACC,HY,WAT,0.0,-204.0
275,332,Fontana,Southern California Edison Co,17609,CA,PACC,HY,WAT,15418.762,5997.0
276,335,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,PACC,ST,NG,390198.34,107419.0
277,336,Kaweah 2,Southern California Edison Co,17609,CA,PACC,HY,WAT,6430.565,2501.0
